source_platform,original_job_id,job_title,original_job_title,company_name,min_salary,max_salary,is_negotiable,experience_years,job_url,skill_name,raw_job_description
Yes123,105205_80746852,其他機械操作員,清潔機器人操作維護管理工程師,迅束企業有限公司,32000,36000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=105205_80746852&job_id=20250221150730_35336604,,"1.執行機器人保養維修作業 
2.現場機器人路徑設定、障礙排除。 
3. 機器人執行狀況紀錄之建檔與管理。
4. 工作流程改善、管理報表製作
5.主管交辦事項

歡迎來電預約面試時間：
07-7928563、0908856968李小姐


楠梓加工區第二園區(捷運油廠國小站可達-走路5-10分鐘)"
Yes123,20200310140717_12708331,電腦繪圖人員,線切割(塑膠模具)程式設計工程師,聰陞有限公司,48000,48000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20200310140717_12708331&job_id=20221117174724_29421647,,"公司營業項目為模具線切割加工,模具類別塑膠模與壓鑄模,五金零件等,目前職缺為繪圖程式員,需熟悉使用統達電腦 TURBOCAD繪圖軟體,能獨立作業與使用3D軟體尤佳"
Yes123,20221006150907_88159139,電腦組裝／測試人員,手機筆電平板電腦維修工程師或學徒,快可實業社,29500,120000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20221006150907_88159139&job_id=20210723193243_8897131,,"1.組裝手機、筆電、平板、電腦及周邊設備，並完成設定與測試作業
2.處理手機、筆電、平板、電腦相關硬體設備與系統相容性問題
3.處理手機、筆電、平板、電腦異常問題，與修護故障  
4.提供技術諮詢，以及基本的操作教學
5.外出服務
6.可能支援其他門市
7.無上限高額業績獎金
8.每半年調薪

休假依國定假日，排班，排班自由
無上限月獎金、無上限半年獎金、三節

歡喜來學習一技之長
希望是能與公司一起成長的夥伴。"
Yes123,20130104162917_04122949,研究助理,基隆長庚醫院誠徵健康台灣-資訊管理工程師,長庚醫療財團法人,41500,41500,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20130104162917_04122949&job_id=20240725031514_38636666,,1.統籌管理「糖尿病整合照護網」相關資訊系統，包含各級智慧科技輔助工具之規劃、導入、系統整合與日常管理。 2.負責個案管理系統之建置與維護，確保系統穩定運作、資料正確性與使用流程順暢。 3.協助計畫相關之資料蒐集、整理與初步分析，支援研究與計畫執行所需之資訊管理工作。 4.主管交辦事項。
Yes123,c20260206115304_6269494,電信／電力線路架設人員,★【弱電工程師】(須有經驗)(周休二日.享勞健保),維科睿工程有限公司,40000,40000,1,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=c20260206115304_6269494&job_id=20260209130040_65107434,,"• 配置EMT管及網路線
 • 安裝監控設備
 • 依圖施工，配合工程進度完成工項
 • 現場施工判斷與調整"
Yes123,n20221013152533_4085046,燈光／音響師,【頤品 新莊】視聽工程師,雲朗觀光股份有限公司_君品酒店_雲品酒店_翰品酒店_兆品酒店_品文旅,32000,45000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=n20221013152533_4085046&job_id=20250109154252_24603912,,"1.宴會燈光、影音器材與設備之操作維護 。
2.廳房設備基礎維修及保養。
3.配合婚宴流程、宴會與會議作業。
4.可彈性協調排班。
5.可接受輪調、配合出差外派。
6.無經驗者可。
7.上班地點為雲朗觀光及雲品國際北區飯店，不定期輪調
台北-君品酒店、新莊-頤品大飯店、君品Collection"
Yes123,20240507104341_16535727,其他特殊工程師,AI應用工程師,玟揚精密工業股份有限公司,33000,37500,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20240507104341_16535727&job_id=20250320172845_25395224,OpenAI API,"- 具有OpenAI、Claude及Llama 3相關技術實作經驗，熟練其應用於生產及分析場域。
- 負責設計和開發機器學習模型及演算法，進行模型訓練、測試及效能優化。
- 收集、處理及分析生產數據，為模型構建和改進提供關鍵支持。
- 研究並應用最新的機器學習技術，提升專用生產機械的運營效率和穩定性。
- 開發自動化生產流程優化算法，實現生產效能的大幅改進。
- 與跨部門團隊合作，整合機器學習解決方案，促進系統功能全面升級。
- 撰寫技術文檔及報告，記錄專案進程，確保知識共享與落地。
- 對學習新技術具有熱情和企圖心，善於團隊合作並能獨立完成專案。"
Yes123,20121206153715_77062783,通信測試／維修人員,通信工程師(意者請直接電洽03-9552346黃小姐),明冠通信企業社,30000,35000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20121206153715_77062783&job_id=20251212175109_6746689,,"1.測試儀器的操作
2.查修通信設備的障礙
3.負責通信設備規劃與洽談
4.負責通信拉線、配線等安裝技術工作
5.電腦週邊產品的維修
6.回覆客戶技術上的問題
7.提供客戶設備諮詢，必要時外勤至客戶處安裝、檢修儀器設備
8.電信基地台規劃與設計"
Yes123,20210112110022_86590080,銑床人員,電腦銑床工程師【意者請速電洽：0931796558】,協金精技股份有限公司,35000,42000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20210112110022_86590080&job_id=20251023100328_10108752,,"1.操作工具機台
2.檢查確認工件藍圖，以及規格是否相符
3.使用測量儀器，測量檢查完工的工件
4.希望以居住大高雄尤佳
5.輪班：三班制"
Yes123,20180820093426_52358985,化工化學工程師,產品研發工程師,立隆電子工業股份有限公司,36000,45000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20180820093426_52358985&job_id=20220908141555_19414012,,1.產品設計、開發、試作、測試、實驗評估、穩定性的控制與分析改善。2.主管交辦事項處理及回報。
Yes123,20240531103422_92606125,機械工程師,產品研發工程師,醫湖生技股份有限公司,33000,45000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20240531103422_92606125&job_id=20240531140434_78150337,,"1.產品機構設計可行性及結構評估
2.繪製機構設計圖面 2D/3D
3.產品、驗證測試
4.客戶端工程問題點的跟進、檢討與改善
5.主管交辦事項跟催"
Yes123,c20250716122931_9600335,水電工程師,污水下水道管路工程師(有經驗)-意者請直接電洽📞,富議有限公司,3500,4200,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=c20250716122931_9600335&job_id=20250716150334_7743292,,"污水下水道相關工程
●立坑、人孔收築、套管、鋼襯板組裝等

📍工作地點：
 •桃園市桃園區、桃園市大溪區、大園區（依公司工作地點而訂）

💰 薪資福利：
 • 日薪 $2000以上，會帶班者日薪$3500+獎金

🎁 員工福利：
•勞健保、 團保、涼水、供中餐"
Yes123,20161118173028_33784762,沖壓模具技術人員,射出成型工程師/成型機台人員,頌德精機股份有限公司,32000,38400,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20161118173028_33784762&job_id=20251028101138_4550120,,"1.負責射出機生産線機器、設備之操作，維持機台正常運作。
2.負責試模及更換模具。
3.機台換料送料，調整及故障排除，符合生產及程序標準。
4.填寫生產報表，以檢視與生產目標的距離。
5.完成主管交辦有關生產產品、程序事宜。
6.裝卸模具、射出成型作業
7.調節溫度與壓力裝置，以保持指定加工條件
8.射出前置與後續作業；乾燥原料等
9.能獨立作業，機台操作及調機生產
10.機台異常排除，簡易修復
11.機台保養維護及模具基本保養"
Yes123,20101111172358_29765216,電機技師／工程師,電機工程師(歡迎直接電洽02-28121122 盧小姐),新泰成企業有限公司,38000,45000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20101111172358_29765216&job_id=20101112164951_2675714,,"1.電機、機械設備設計製造
2.電熱管製造單開立
3.設計框體製圖"
Yes123,03759_28062907,自動控制工程師,📣 【機電技師/工程師】(薪資:30000元~40000元.需有經驗),新碩工業股份有限公司,30000,40000,0,1,https://www.yes123.com.tw/wk_index/job.asp?p_id=03759_28062907&job_id=20220325120411_17253269,PLC,"~需(熟悉PLC及PC-based)~
1.管理機台配置的支援、控制、規劃、維修、定期保養

2.規劃生產設備操作流程，提升附加價值

3.設計研究人機介面規劃與設計可程式控制器程撰寫及電機或訊號處理系統之自動控制系統"
Yes123,c20240503092437_5741083,營造土木技師／工程師,"景觀、土木、規劃設計工程師 (無經驗可,歡迎本科系應屆畢業生)",筑維環境景觀設計有限公司,50000,65000,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=c20240503092437_5741083&job_id=20240503165324_6302688,AutoCAD,"1.景觀、土木、設計規劃
2.Autocad 電腦繪圖
3.工程預算編列
4.公共工程服務建議書製作, PPT簡報製作
5.工程計劃書編寫製作.
*另有個案完工獎金"
Yes123,20210426105113_50802912,太陽能技術工程師,太陽能工程光電工程師人員＊＊意者請直接電洽0979627772/0977423138＊＊,容綱工程有限公司,1800,2160,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20210426105113_50802912&job_id=20260304094836_37675191,,"太陽能配電 鋪版 鋼構組裝 安裝家用充電座
肯學習用心/具備室配丙佳
 (不怕高/不怕曬 需外出)
員工福利
三節獎金、證照培訓、不定時聚餐"
Yes123,20250407102216_55186751,助理工程師,⭐助理工程師--日薪1700-1900元【請直接來電：鄒先生 0923-595983 】,明耀昇競研有限公司,1700,1900,0,0,https://www.yes123.com.tw/wk_index/job.asp?p_id=20250407102216_55186751&job_id=20260213132611_9269135,,"對半導體設備組裝有興趣者

工作地點：后科園區
公司褔利：享勞健保，團保，工作獎金，餐費津貼及三節獎金，週休二日
工作條件：需有6小時工安證（營造業），體檢表，無經驗可（有經驗者佳）
薪資：日薪$1700~$1900元

意者請洽：明耀昇競研有限公司或電洽 0923595983鄒先生"
